Player,Position,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Pick,Value,Normalized Value
Tyeler Davison,Defensive Tackle,74.0,316.0,5.18,33.0,32.0,105.0,7.53,4.46,154.0,2497225.0,-0.35118105479026
Paul Dawson,Outside Linebacker,72.0,235.0,4.93,28.0,21.0,109.0,,4.49,99.0,1170000.0,-0.5133560788167214
Quandre Diggs,Safety,69.0,196.0,4.56,35.5,17.0,113.0,7.22,4.15,200.0,18600000.0,1.420656013894669
Stefon Diggs,Wide Receiver,72.0,195.0,4.46,35.0,,115.0,7.03,4.32,146.0,72000000.0,5.255674911770573
Andrew Donnal,Guard,78.0,313.0,5.31,32.0,17.0,101.0,7.84,4.77,119.0,1320000.0,-0.4179905727833815
Phillip Dorsett,Wide Receiver,70.0,185.0,4.33,37.0,13.0,122.0,6.7,4.11,29.0,2600000.0,-0.31366813967430224
Lorenzo Doss,Cornerback,70.0,182.0,4.5,33.5,9.0,115.0,7.2,4.26,164.0,1595000.0,-0.36909000269813896
Jamil Douglas,Guard,76.0,304.0,5.25,29.0,28.0,99.0,7.99,4.75,114.0,1230000.0,-0.4185676816994132
B.J. Dubose,Defensive End,76.0,284.0,5.06,,26.0,,,,193.0,990000.0,-0.4723057942507777
Kyle Emanuel,Outside Linebacker,75.0,255.0,4.77,34.0,27.0,120.0,7.1,4.25,153.0,910000.0,-0.4583053712210853
Cameron Erving,Tackle,77.0,313.0,5.15,30.5,30.0,112.0,7.48,4.63,19.0,9429065.0,0.18465173243968433
Jon Feliciano,Center,76.0,323.0,5.33,26.5,,97.0,,4.74,128.0,7250000.0,0.12193509818717611
Jake Fisher,Tight End,78.0,306.0,5.01,32.5,25.0,,7.25,4.33,53.0,850000.0,-0.4930958509001604
Ereck Flowers,Guard,78.0,329.0,5.31,,37.0,,,,9.0,14391719.0,0.9649663718544951
Trey Flowers,Defensive End,74.0,266.0,4.93,36.5,28.0,121.0,7.34,4.4,101.0,2838932.0,-0.3255591466812072
Jalston Fowler,Fullback,71.0,254.0,4.94,33.5,23.0,114.0,7.56,4.4,108.0,705000.0,-0.5864627992127218
Devin Funchess,Wide Receiver,76.0,232.0,4.7,38.5,17.0,122.0,,,41.0,5520887.0,-0.07205163033478673
Charles Gaines,Cornerback,70.0,180.0,4.44,34.5,,123.0,7.07,4.2,189.0,1170000.0,-0.40406521873018525
Max Garcia,Guard,76.0,309.0,5.24,,,,,,133.0,2000000.0,-0.3463856647929861
Clayton Geathers,Safety,74.0,218.0,4.55,37.0,22.0,120.0,7.21,4.27,109.0,2750000.0,-0.2727522803062029
Laurence Gibson,Tackle,78.0,305.0,5.04,33.5,24.0,113.0,7.72,4.56,243.0,1050000.0,-0.48467100425392695
Mark Glowinski,Guard,76.0,307.0,5.2,29.5,31.0,113.0,7.56,4.58,134.0,16200000.0,0.9847632184164492
Markus Golden,Outside Linebacker,74.0,260.0,4.9,,,,,,58.0,5000000.0,-0.16768648725751262
Eddie Goldman,Defensive Tackle,76.0,336.0,5.28,,,,,,39.0,5686314.0,-0.0452958214013287
Senquez Golson,Cornerback,69.0,176.0,4.46,33.5,15.0,120.0,6.81,4.2,56.0,555000.0,-0.4581739971944705
Melvin Gordon,Running Back,73.0,215.0,4.52,35.0,19.0,126.0,7.04,4.07,15.0,10669773.0,0.5158500254207035
Doran Grant,Cornerback,70.0,200.0,4.44,33.0,21.0,116.0,,4.33,121.0,1170000.0,-0.40406521873018525
Hroniss Grasu,Center,75.0,297.0,5.03,,,,,,71.0,1095000.0,-0.4986246941710467
Garrett Grayson,Quarterback,74.0,213.0,4.75,,,,,,75.0,1230000.0,-0.43217881492327465
Chaz Green,Tackle,77.0,314.0,5.16,29.5,21.0,106.0,8.0,4.7,91.0,1035000.0,-0.46770693803798785
Rashad Greene,Wide Receiver,71.0,182.0,4.53,36.5,,122.0,6.88,4.12,139.0,705000.0,-0.4718208877979179
Randy Gregory,Outside Linebacker,77.0,235.0,4.64,36.5,24.0,125.0,,,60.0,3814936.0,-0.3200247986223589
Todd Gurley,Running Back,73.0,222.0,4.52,,17.0,,,,10.0,13823183.0,0.8267669855457747
Obum Gwacham,Defensive End,77.0,246.0,4.72,36.0,22.0,121.0,7.28,4.28,209.0,1320000.0,-0.4393924703997492
Bryce Hager,Inside Linebacker,73.0,234.0,4.6,35.0,26.0,117.0,7.15,4.36,224.0,910000.0,-0.4648845037797217
Marcus Hardison,Defensive Tackle,75.0,307.0,4.91,,27.0,,,,135.0,1200000.0,-0.41976917592515106
Justin Hardy,Wide Receiver,70.0,192.0,4.56,36.5,11.0,114.0,6.63,4.21,107.0,990000.0,-0.43412290325870184
Eli Harold,Outside Linebacker,75.0,247.0,4.6,35.0,,123.0,7.07,4.16,79.0,895000.0,-0.4645207616789276
Jarvis Harrison,Guard,76.0,330.0,5.19,29.5,26.0,102.0,7.51,4.62,152.0,1170000.0,-0.4332092839701369
Bobby Hart,Guard,77.0,329.0,5.61,,,,,,226.0,2351589.0,-0.29874244180709386
Rob Havenstein,Tackle,79.0,321.0,5.46,28.5,16.0,96.0,8.28,4.87,57.0,32500000.0,1.8504225045267826
Ben Heeney,Inside Linebacker,72.0,231.0,4.59,33.5,19.0,120.0,6.68,4.0,140.0,705000.0,-0.48824773814481126
Amarlo Herrera,Inside Linebacker,73.0,244.0,4.83,32.0,23.0,111.0,7.35,4.27,207.0,960000.0,-0.4834620174291331
Jeff Heuerman,Tight End,77.0,254.0,4.81,,26.0,,,,92.0,2813806.0,-0.2227477960822097
Jordan Hicks,Inside Linebacker,73.0,236.0,4.68,38.0,20.0,124.0,6.78,4.15,84.0,10000000.0,0.22875218155045132
Kenny Hilliard,Running Back,72.0,226.0,4.83,27.0,,111.0,7.17,4.4,235.0,1050000.0,-0.42927991286442063
Gerod Holliman,Safety,72.0,218.0,4.62,,17.0,,,,239.0,990000.0,-0.47727053518227947
D.J. Humphries,Tackle,77.0,307.0,5.12,31.0,26.0,104.0,7.87,4.64,24.0,43750000.0,2.6189286494145847
Brett Hundley,Quarterback,75.0,226.0,4.63,36.0,,120.0,6.93,3.98,147.0,1875000.0,-0.4064935168619784
Danielle Hunter,Outside Linebacker,77.0,252.0,4.57,,25.0,,,,88.0,17000000.0,0.5766949573077899
Martin Ifedi,Defensive End,75.0,275.0,4.88,31.0,16.0,111.0,7.39,4.58,227.0,1020000.0,-0.46124809919638354
Joey Iosefa,Fullback,72.0,247.0,5.02,31.5,30.0,110.0,7.24,4.33,231.0,960000.0,-0.5186744529088948
Jesse James,Tight End,79.0,261.0,4.83,37.5,26.0,121.0,7.53,4.5,160.0,2488912.0,-0.2640728145855745
Grady Jarrett,Defensive Tackle,73.0,304.0,5.06,31.0,30.0,112.0,7.37,4.56,137.0,50470000.0,3.1367305223882425
David Johnson,Tight End,73.0,224.0,4.5,41.5,25.0,127.0,6.82,4.27,86.0,1700000.0,-0.3644570879721978
Duke Johnson,Running Back,69.0,207.0,4.54,33.5,,121.0,,,77.0,3105092.0,-0.23000529337256612
Kevin Johnson,Cornerback,72.0,188.0,4.52,41.5,,130.0,6.79,3.89,16.0,3500000.0,-0.20305995513794725
Byron Jones,Cornerback,73.0,199.0,4.43,44.5,,147.0,6.78,3.94,27.0,8601941.0,0.2738142504718717
Matt Jones,Wide Receiver,74.0,231.0,4.61,31.5,20.0,112.0,,4.2,95.0,630000.0,-0.5591013698188096
Taiwan Jones,Running Back,75.0,245.0,4.95,32.0,19.0,115.0,7.25,4.33,,2445000.0,-0.3624982181782867
Eric Kendricks,Inside Linebacker,72.0,232.0,4.61,38.0,19.0,124.0,,,45.0,13250000.0,0.47932254892564274
Arie Kouandjio,Guard,77.0,310.0,5.48,,,,,,112.0,1320000.0,-0.4179905727833815
Ben Koyack,Tight End,77.0,255.0,4.79,,,,,,229.0,1350000.0,-0.4284266071259572
Tyler Kroft,Tight End,77.0,246.0,4.75,,17.0,,,,85.0,3001276.0,-0.1989024766277852
Jeremy Langford,Running Back,72.0,208.0,4.42,34.5,,118.0,7.22,4.32,106.0,1200000.0,-0.41329948194159033
Tony Lippett,Cornerback,74.0,192.0,4.61,36.0,10.0,114.0,6.92,4.13,156.0,810000.0,-0.4374172080419301
Tyler Lockett,Wide Receiver,70.0,182.0,4.4,35.5,,121.0,6.89,4.07,69.0,30750000.0,1.9418492335014061
Craig Mager,Cornerback,71.0,201.0,4.44,38.0,17.0,130.0,6.83,4.07,83.0,1510000.0,-0.3763709060944737
Sean Mannion,Quarterback,78.0,229.0,5.14,31.0,,105.0,7.29,4.39,89.0,1272500.0,-0.37053381289232207
Marcus Mariota,Quarterback,76.0,222.0,4.52,36.0,,121.0,6.87,4.11,2.0,18750000.0,0.19079442620135303
Ali Marpet,Guard,76.0,307.0,4.98,30.5,30.0,108.0,7.33,4.47,61.0,3773586.0,-0.1494923803957687
Vince Mayle,Wide Receiver,74.0,224.0,4.67,35.5,,117.0,6.93,4.13,123.0,1575000.0,-0.40075146083801194
Tre McBride,Wide Receiver,72.0,210.0,4.41,38.0,16.0,122.0,6.96,4.08,245.0,960000.0,-0.4519821209556188
Bobby McCain,Cornerback,69.0,195.0,4.51,36.0,17.0,130.0,6.8,3.82,145.0,10000000.0,0.32380625406017266
Benardrick McKinney,Inside Linebacker,76.0,246.0,4.66,40.5,16.0,121.0,7.21,4.27,43.0,5345124.0,-0.07650509649783663
John Miller,Guard,74.0,303.0,5.33,27.0,29.0,104.0,8.2,4.75,81.0,4000000.0,-0.17194170030768408
Ty Montgomery,Wide Receiver,72.0,221.0,4.55,40.5,,121.0,6.97,4.21,94.0,2948795.0,-0.2863117458522107
Mitch Morse,Center,77.0,305.0,5.14,31.0,36.0,112.0,7.6,4.5,49.0,19500000.0,1.158711651224808
Marcus Murphy,Running Back,69.0,198.0,4.61,29.0,11.0,109.0,,4.4,230.0,1965000.0,-0.3391269061433938
Robert Myers,Guard,77.0,326.0,5.44,27.5,,94.0,8.1,4.91,176.0,960000.0,-0.4448009382099165
J.J. Nelson,Wide Receiver,70.0,156.0,4.28,36.0,,127.0,7.02,4.15,159.0,910000.0,-0.44349167945089063
Steven Nelson,Cornerback,70.0,197.0,4.49,34.5,19.0,115.0,6.88,4.07,98.0,9000000.0,0.24148179818350982
Rakeem Nunez-Roches,Defensive Tackle,74.0,307.0,5.02,34.0,26.0,114.0,7.67,4.69,217.0,5000000.0,-0.14805177564701086
Mark Nzeocha,Outside Linebacker,74.0,232.0,4.56,,24.0,,,,236.0,2344349.0,-0.4277787940418087
Nick O'Leary,Tight End,75.0,252.0,4.93,30.5,21.0,110.0,7.4,4.5,194.0,1500000.0,-0.4102682120699569
Owamagbe Odighizuwa,Defensive End,75.0,267.0,4.62,39.0,25.0,127.0,7.36,4.19,74.0,630000.0,-0.490676351799827
Cedric Ogbuehi,Tackle,77.0,306.0,4.98,,23.0,,,,21.0,2300000.0,-0.39229066898796744
Nate Orchard,Defensive End,75.0,250.0,4.8,31.5,,115.0,7.28,4.43,51.0,1047500.0,-0.45087763624801286
DeVante Parker,Wide Receiver,75.0,209.0,4.45,36.5,17.0,125.0,,,14.0,10876543.0,0.3740846172145174
David Parry,Defensive Tackle,73.0,308.0,5.38,29.0,34.0,103.0,,,151.0,920000.0,-0.4381431927852797
Andrus Peat,Guard,79.0,313.0,5.18,31.0,,105.0,8.01,4.62,13.0,11393496.0,0.6502786707729544
Breshad Perriman,Wide Receiver,74.0,212.0,,,,,,,26.0,6500000.0,-0.018763143245338048
Denzel Perryman,Inside Linebacker,71.0,236.0,4.78,32.0,27.0,113.0,,,48.0,6000000.0,-0.06803894007543386
Marcus Peters,Cornerback,72.0,197.0,4.53,37.5,17.0,121.0,7.08,4.08,18.0,9584157.0,0.36345002277222427
Jordan Phillips,Defensive End,77.0,329.0,5.17,30.0,28.0,105.0,7.88,4.68,52.0,5000000.0,-0.18034107338473593
Darius Philon,Defensive Tackle,73.0,298.0,5.0,31.0,26.0,107.0,8.0,,192.0,2400587.0,-0.3604502025576129
Bradley Pinion,Punter,77.0,229.0,5.18,,,,,,165.0,8650000.0,0.8889287209576036
Terry Poole,Guard,77.0,307.0,5.09,31.0,25.0,113.0,7.9,4.66,130.0,1020000.0,-0.44842799515689236
Jeremiah Poutasi,Tackle,77.0,335.0,5.32,26.5,26.0,95.0,8.09,4.89,66.0,1380000.0,-0.4513625647480276
MyCole Pruitt,Tight End,74.0,251.0,4.58,38.0,17.0,118.0,7.25,4.37,143.0,2500000.0,-0.2960967852138374
Hayes Pullard,Inside Linebacker,72.0,240.0,4.78,31.0,19.0,110.0,7.07,4.39,219.0,2280000.0,-0.3609607755875543
Damarious Randall,Cornerback,71.0,196.0,4.46,38.0,14.0,120.0,6.83,4.07,30.0,1500000.0,-0.3769986840155511
Shane Ray,Outside Linebacker,75.0,245.0,4.68,,21.0,,,,23.0,1200000.0,-0.44235286747342856
Jordan Richards,Safety,71.0,211.0,4.65,32.0,13.0,111.0,6.74,4.22,64.0,1015000.0,-0.45777029307084105
Corey Robinson,Tackle,79.0,324.0,5.34,,28.0,,,,240.0,805000.0,-0.49331635967811127
Edmond Robinson,Outside Linebacker,75.0,245.0,4.61,37.0,20.0,121.0,7.49,4.38,232.0,1350000.0,-0.47627630840169993
Josh Robinson,Safety,68.0,217.0,4.7,32.0,21.0,113.0,,,205.0,3015000.0,-0.2773925887877018
Quinten Rollins,Cornerback,71.0,195.0,4.57,36.5,14.0,122.0,7.1,4.28,62.0,805000.0,-0.4378471224720864
Eric Rowe,Safety,73.0,205.0,4.45,39.0,19.0,125.0,6.7,3.97,47.0,4879862.0,-0.03561264457077201
Ryan Russell,Defensive End,76.0,269.0,4.75,32.5,25.0,119.0,7.25,4.47,163.0,1170000.0,-0.458997929899065
Jake Ryan,Inside Linebacker,74.0,240.0,4.65,34.5,20.0,120.0,7.11,4.2,129.0,2736678.0,-0.3185792436771539
Ty Sambrailo,Tackle,78.0,311.0,5.36,29.0,23.0,97.0,7.54,4.58,59.0,3845955.0,-0.26558770470088494
James Sample,Safety,74.0,209.0,4.56,32.5,,123.0,7.04,,104.0,1200000.0,-0.4426125451048451
Brandon Scherff,Guard,77.0,319.0,5.05,,23.0,,,,5.0,21215638.0,1.6811917435085202
Josh Shaw,Safety,72.0,201.0,4.44,37.5,26.0,130.0,7.01,4.12,120.0,1250000.0,-0.43725832510772006
Danny Shelton,Defensive Tackle,74.0,339.0,5.64,30.5,34.0,95.0,7.99,4.65,12.0,8000000.0,0.08813907451041003
Austin Shepherd,Tackle,76.0,315.0,5.39,29.0,17.0,94.0,8.04,4.7,228.0,540000.0,-0.5214929926800586
JaCorey Shepherd,Cornerback,71.0,199.0,4.62,,14.0,,,,191.0,990000.0,-0.4166139388810031
Deon Simon,Defensive Tackle,76.0,321.0,5.12,29.5,35.0,105.0,7.92,4.76,223.0,1665000.0,-0.39449517520519767
DeAndre Smelter,Wide Receiver,74.0,226.0,4.52,,,,,,132.0,1050000.0,-0.444105254852394
Devin Smith,Wide Receiver,72.0,196.0,4.42,39.0,10.0,122.0,,4.15,37.0,1380000.0,-0.407515225846063
Derron Smith,Safety,70.0,200.0,4.61,,,,,,197.0,1320000.0,-0.4298627753305499
D'Joun Smith,Cornerback,70.0,187.0,4.37,36.0,18.0,124.0,6.96,4.26,65.0,990000.0,-0.4166139388810031
Donovan Smith,Tackle,78.0,338.0,5.27,32.0,26.0,109.0,7.95,4.79,34.0,31000000.0,1.5649392777859694
Preston Smith,Outside Linebacker,77.0,271.0,4.74,34.0,24.0,121.0,7.07,4.28,38.0,52000000.0,2.9191963779699965
Tye Smith,Cornerback,72.0,195.0,4.6,36.5,15.0,124.0,6.97,3.96,170.0,1170000.0,-0.40406521873018525
Za'Darius Smith,Outside Linebacker,76.0,274.0,4.83,29.0,23.0,113.0,7.42,4.66,122.0,42000000.0,2.261768757537329
Martrell Spaight,Inside Linebacker,72.0,236.0,4.81,35.0,25.0,120.0,7.66,,141.0,720000.0,-0.4907023692001097
Jaelen Strong,Wide Receiver,74.0,217.0,4.44,42.0,,123.0,,,70.0,1435000.0,-0.4105539721707101
Jaquiski Tartt,Safety,73.0,221.0,4.53,,,124.0,,,46.0,5037015.0,-0.017666028361711637
Shaq Thompson,Outside Linebacker,72.0,228.0,4.64,33.5,,117.0,6.99,4.08,25.0,12600000.0,0.2991499333719515
Tyrus Thompson,Tackle,77.0,324.0,5.35,29.0,29.0,97.0,,4.92,185.0,990000.0,-0.492081781308798
Laken Tomlinson,Guard,75.0,323.0,5.33,31.5,25.0,103.0,8.17,4.87,28.0,16500000.0,1.0494073975019096
Davis Tull,Defensive End,74.0,246.0,4.57,42.5,26.0,132.0,,,148.0,540000.0,-0.4962171052709985
Max Valles,Defensive End,77.0,251.0,4.83,36.5,,121.0,7.59,4.37,179.0,1575000.0,-0.42280542403597243
Clive Walford,Tight End,76.0,251.0,4.79,35.0,20.0,120.0,7.32,4.57,68.0,720000.0,-0.5091603784300281
Darren Waller,Tight End,78.0,238.0,4.46,37.0,12.0,125.0,7.07,4.25,204.0,29800000.0,3.0843508567127027
Leterrius Walton,Defensive Tackle,77.0,319.0,5.25,27.0,25.0,103.0,7.91,4.78,199.0,645000.0,-0.4476407984744458
Trae Waynes,Cornerback,72.0,186.0,4.31,38.0,19.0,122.0,7.06,4.39,11.0,12944368.0,0.6700985685881549
Kevin White,Wide Receiver,75.0,215.0,4.35,36.5,23.0,123.0,6.92,4.14,7.0,1500000.0,-0.3982843649111357
Kevin White,Wide Receiver,69.0,183.0,4.63,35.5,18.0,121.0,,,,1500000.0,-0.3982843649111357
Daryl Williams,Tackle,77.0,327.0,5.34,26.0,27.0,97.0,,5.15,102.0,6000000.0,-0.11427294287500737
Karlos Williams,Running Back,73.0,230.0,4.48,33.5,16.0,117.0,7.16,4.46,155.0,540000.0,-0.48560133866733307
Leonard Williams,Defensive End,77.0,302.0,4.97,29.5,,106.0,7.59,4.53,6.0,19351200.0,0.7848712058977738
Maxx Williams,Tight End,76.0,249.0,4.78,34.5,17.0,117.0,7.3,4.37,55.0,4052738.0,-0.06516135919999345
P.J. Williams,Cornerback,72.0,194.0,4.57,40.0,12.0,132.0,7.08,4.28,78.0,2385000.0,-0.30309447744061485
Damien Wilson,Linebacker,72.0,245.0,4.77,37.0,22.0,119.0,7.21,4.2,127.0,5750000.0,0.20094963518898856
Ramik Wilson,Inside Linebacker,74.0,237.0,4.77,35.0,23.0,111.0,,4.51,118.0,1140000.0,-0.4557340462938897
Jameis Winston,Quarterback,76.0,231.0,4.97,28.5,,103.0,7.16,4.36,1.0,25351277.0,0.6203821261776373
Gabe Wright,Defensive Tackle,75.0,300.0,5.07,26.5,34.0,100.0,7.73,4.56,113.0,1350000.0,-0.4085349943140558
T.J. Yeldon,Running Back,73.0,226.0,4.61,36.0,22.0,117.0,7.19,4.22,36.0,3200000.0,-0.2032007402407619
Jerell Adams,Tight End,77.0,247.0,4.64,32.5,,117.0,7.05,4.31,184.0,1380000.0,-0.4276020078937764
Roberto Aguayo,Kicker,72.0,207.0,4.96,,,,,,59.0,780000.0,-0.6256115726250047
Mackensie Alexander,Cornerback,70.0,190.0,4.43,,11.0,,,,54.0,4000000.0,-0.15957527291854628
Brandon Allen,Quarterback,73.0,217.0,4.84,28.0,,110.0,7.06,4.33,201.0,1500000.0,-0.37364777365418883
Eli Apple,Cornerback,73.0,199.0,4.4,,13.0,,,,10.0,3750000.0,-0.19072159516897008
Demarcus Ayers,Wide Receiver,69.0,182.0,4.72,33.0,,123.0,,,229.0,990000.0,-0.4521889831512839
Willie Beavers,Tackle,77.0,321.0,5.28,25.5,20.0,103.0,7.96,4.71,121.0,1620000.0,-0.44124222374823147
Vonn Bell,Safety,71.0,199.0,4.52,,16.0,,,,61.0,18000000.0,1.279424929686828
Caleb Benenoch,Tackle,77.0,311.0,4.98,28.0,,104.0,8.15,5.11,148.0,1540000.0,-0.4396884652892217
Andrew Billings,Defensive Tackle,73.0,311.0,5.05,27.5,31.0,113.0,8.05,4.82,122.0,3500000.0,-0.24121389247911487
Ronald Blair,Defensive End,74.0,284.0,5.15,30.0,32.0,113.0,7.95,4.53,142.0,2297500.0,-0.36370777030654916
Austin Blythe,Center,74.0,298.0,5.36,27.5,29.0,99.0,7.52,4.53,248.0,3900000.0,-0.23049123173706368
Evan Boehm,Center,74.0,302.0,5.33,28.5,24.0,96.0,7.52,4.69,128.0,2025000.0,-0.3816848027274748
Devante Bond,Outside Linebacker,73.0,235.0,4.7,37.5,21.0,121.0,7.07,4.36,183.0,2045000.0,-0.3649832999013946
Devontae Booker,Running Back,71.0,219.0,4.56,,22.0,,,,136.0,2723393.0,-0.26831131327001934
Joey Bosa,Outside Linebacker,77.0,269.0,4.86,32.0,24.0,120.0,6.89,4.21,3.0,25873685.0,1.3998977792613372
Tyler Boyd,Wide Receiver,73.0,197.0,4.58,34.0,11.0,119.0,6.9,4.35,55.0,4258969.0,-0.19096887848650648
James Bradberry,Cornerback,73.0,211.0,4.5,36.0,16.0,124.0,6.91,4.21,62.0,38000000.0,2.5750427178970168
Jacoby Brissett,Quarterback,76.0,231.0,4.94,31.0,,113.0,7.17,4.53,91.0,8000000.0,-0.16481751868397396
Anthony Brown,Cornerback,71.0,192.0,4.33,35.0,19.0,115.0,7.03,4.19,189.0,2474947.0,-0.2837727778580754
Jonathan Bullard,Defensive End,75.0,285.0,4.93,32.0,23.0,116.0,7.31,4.56,72.0,1317500.0,-0.4272764983451741
Aaron Burbridge,Wide Receiver,72.0,206.0,4.56,30.5,20.0,115.0,7.22,4.31,213.0,570000.0,-0.4698235371568222
Artie Burns,Cornerback,72.0,193.0,4.46,31.5,,,,,25.0,2035000.0,-0.33190803699744686
Juston Burris,Safety,72.0,212.0,4.53,36.5,19.0,122.0,7.1,4.4,118.0,2891131.0,-0.25952811696677514
Deon Bush,Safety,72.0,199.0,4.64,36.0,17.0,123.0,,,124.0,1500000.0,-0.4088191732802823
Vernon Butler,Defensive Tackle,76.0,323.0,5.33,29.5,26.0,104.0,7.82,4.76,30.0,8396514.0,0.1469042396908026
Shilique Calhoun,Outside Linebacker,76.0,251.0,4.82,35.0,23.0,115.0,6.97,4.25,75.0,1500000.0,-0.41697469654814384
De'Vondre Campbell,Inside Linebacker,76.0,232.0,4.58,34.0,16.0,116.0,,,115.0,6000000.0,-0.04898669817579852
Maurice Canady,Cornerback,73.0,193.0,4.49,38.0,16.0,124.0,7.03,4.09,209.0,1250000.0,-0.39874102512525156
Leonte Carroo,Wide Receiver,72.0,211.0,4.5,35.5,14.0,120.0,,,86.0,630000.0,-0.47784602539477095
Kenny Clark,Defensive Tackle,75.0,314.0,5.06,28.5,29.0,102.0,,4.62,27.0,9361646.0,0.2245274757261739
Le'Raven Clark,Tackle,77.0,316.0,5.16,,18.0,,,,82.0,1260000.0,-0.45232793509306046
Corey Coleman,Wide Receiver,71.0,194.0,4.42,40.5,17.0,129.0,,,15.0,1100000.0,-0.4290554680235105
Shon Coleman,Tackle,77.0,307.0,5.18,,22.0,,,,76.0,1035000.0,-0.46770693803798785
Alex Collins,Running Back,70.0,217.0,4.59,28.5,18.0,113.0,,,171.0,990000.0,-0.4175413508287465
Maliek Collins,Defensive Tackle,74.0,311.0,5.03,29.5,25.0,109.0,7.53,4.52,67.0,17000000.0,0.7247538060504051
Jack Conklin,Tackle,78.0,308.0,5.0,30.0,25.0,103.0,7.63,4.57,8.0,42000000.0,2.492022669932473
Connor Cook,Quarterback,76.0,217.0,4.79,33.0,,113.0,7.21,4.28,100.0,685000.0,-0.4538818962308816
Fahn Cooper,Tackle,76.0,303.0,5.17,25.0,19.0,102.0,7.85,4.89,174.0,1020000.0,-0.48546783202546256
Pharoh Cooper,Wide Receiver,71.0,203.0,4.52,31.0,15.0,115.0,,,117.0,1210000.0,-0.42069766140765885
Cody Core,Wide Receiver,75.0,205.0,4.47,31.5,14.0,119.0,,,199.0,2467932.0,-0.334088887455233
Kamalei Correa,Inside Linebacker,75.0,243.0,4.69,33.0,21.0,108.0,,,42.0,2250000.0,-0.35539470819833524
Joe Dahl,Guard,76.0,304.0,5.18,31.0,28.0,109.0,7.64,4.77,151.0,2585915.0,-0.28268180127261494
Steven Daniels,Inside Linebacker,71.0,243.0,4.86,32.0,16.0,112.0,7.33,4.54,232.0,1665000.0,-0.40194864120640494
Sean Davis,Safety,73.0,201.0,4.46,37.5,21.0,126.0,6.64,3.97,58.0,4000000.0,-0.1486561203408551
Trevor Davis,Wide Receiver,73.0,188.0,4.42,38.5,11.0,124.0,6.6,4.22,163.0,990000.0,-0.43412290325870184
Sheldon Day,Defensive Tackle,73.0,293.0,5.07,30.0,21.0,102.0,7.44,4.5,103.0,1750000.0,-0.3692956018639301
Taylor Decker,Tackle,79.0,310.0,5.23,29.0,20.0,101.0,7.7,4.76,16.0,10966980.0,0.31303766153345786
Kenneth Dixon,Running Back,70.0,215.0,4.56,37.5,18.0,121.0,6.97,4.28,134.0,1230000.0,-0.4121223006956162
Riley Dixon,Punter,76.0,221.0,5.04,,,,,,228.0,3500000.0,-0.17454499334774906
Josh Doctson,Wide Receiver,74.0,202.0,4.5,41.0,14.0,131.0,6.84,4.08,22.0,825000.0,-0.44994998456313967
Brandon Doughty,Quarterback,75.0,213.0,5.22,27.0,,103.0,7.49,4.52,223.0,1050000.0,-0.44055162042839985
Kenyan Drake,Running Back,73.0,210.0,4.45,34.5,10.0,123.0,7.04,4.21,73.0,8483000.0,0.354221158350632
Spencer Drango,Guard,78.0,315.0,5.27,27.0,30.0,100.0,7.88,4.66,168.0,645000.0,-0.473407265972478
Jeff Driskel,Quarterback,76.0,234.0,4.56,32.0,,122.0,7.19,4.25,207.0,2452539.0,-0.3819285897933125
Thomas Duarte,Tight End,74.0,231.0,4.72,33.5,12.0,118.0,6.97,4.24,231.0,1020000.0,-0.45267505276001674
Parker Ehinger,Guard,78.0,310.0,5.26,27.5,,97.0,,,105.0,920000.0,-0.4598468269969539
Ezekiel Elliott,Running Back,72.0,225.0,4.47,32.5,,118.0,,,4.0,24956341.0,1.9564973207645895
Tyler Ervin,Running Back,70.0,192.0,4.41,39.0,17.0,130.0,,,119.0,1047500.0,-0.41577320963785935
Kyler Fackrell,Outside Linebacker,77.0,245.0,4.72,34.5,15.0,121.0,,,88.0,3134328.0,-0.3612225762833643
Travis Feeney,Outside Linebacker,76.0,230.0,4.5,40.0,,130.0,7.2,4.42,220.0,990000.0,-0.5272967396717335
Leonard Floyd,Outside Linebacker,78.0,244.0,4.6,39.5,,127.0,,,9.0,15782861.0,0.618382472974576
Josh Forrest,Inside Linebacker,75.0,249.0,4.91,30.5,11.0,118.0,,,190.0,555000.0,-0.5024673697006039
Kavon Frazier,Safety,72.0,217.0,4.53,,18.0,,,,212.0,1047500.0,-0.4498282132127647
Kendall Fuller,Cornerback,71.0,187.0,4.48,,15.0,,,,84.0,3123424.0,-0.22576098512967158
Will Fuller,Wide Receiver,72.0,186.0,4.32,33.5,10.0,126.0,6.93,4.27,21.0,10164313.0,0.2809213651228748
Joshua Garnett,Guard,76.0,312.0,5.32,29.0,30.0,99.0,7.62,4.64,28.0,1300000.0,-0.4207772807534399
Graham Glasgow,Guard,78.0,307.0,5.13,25.0,23.0,106.0,7.63,4.63,95.0,3037920.0,-0.23485790204675536
Jared Goff,Quarterback,76.0,215.0,4.82,27.0,,110.0,7.17,4.47,1.0,27937673.0,0.7008548745309181
B.J. Goodson,Inside Linebacker,73.0,242.0,4.69,34.5,30.0,118.0,7.05,4.51,109.0,2400000.0,-0.3431383877974338
Adam Gotsis,Defensive End,76.0,287.0,4.88,,,,,,63.0,2880000.0,-0.32205835470030914
T.J. Green,Safety,74.0,209.0,4.34,35.5,13.0,129.0,,,57.0,1380000.0,-0.4238325540258075
